"doc_id","doc_title","req_id","subject","predicate","object","category","priority","source_sentence","shacl_valid"
"doc003","EC DG GROW – Public Procurement Data Space (ECGROW2025OP0002)","doc003_r005","PPDS","must improve","its data governance framework to oversee the end-to-end data pipeline ensuring functional, scalable, and compatibility requirements","Data governance","MUST","Improving data governance framework to oversee the end-to-end data pipeline, ensuring it meets functional, scalable, and compatibility requirements.","true"
"doc003","EC DG GROW – Public Procurement Data Space (ECGROW2025OP0002)","doc003_r006","Contractor","must extend","the PPDS to cover additional public procurement data sources from EU member states","Integration","MUST","The contractor shall extend the data sources of the PPDS, including public procurement data sources and relevant non-procurement data sources.","true"
"doc003","EC DG GROW – Public Procurement Data Space (ECGROW2025OP0002)","doc003_r007","PPDS","must integrate","with other European Data Spaces through the Simpl-Open middleware platform","Integration","MUST","The contractor shall integrate the PPDS to other European Data Spaces through the Simpl-Open middleware platform, once available.","true"
"doc003","EC DG GROW – Public Procurement Data Space (ECGROW2025OP0002)","doc003_r008","PPDS","must enable","policy makers at EU and national level to gain insights to predict future trends in public procurement","Analytics","MUST","Policy makers at EU, national and regional level will gain a wealth of insights that will enable them to predict future trends.","true"
"doc003","EC DG GROW – Public Procurement Data Space (ECGROW2025OP0002)","doc003_r009","PPDS","must provide","companies and SMEs with a user-friendly portal giving access to a greater number of open tenders","Access","MUST","Companies, and SMEs in particular, will have a user-friendly portal that gives them access to a greater number of open tenders benefiting from better data quality.","true"
"doc003","EC DG GROW – Public Procurement Data Space (ECGROW2025OP0002)","doc003_r010","PPDS","must ensure","interoperable, reliable, and secure use of public procurement data","Functional","MUST","A successful solution would provide an improved PPDS toolset, infrastructure and governance that enables and ensures interoperable, reliable and secure use of public procurement data.","true"
"doc003","EC DG GROW – Public Procurement Data Space (ECGROW2025OP0002)","doc003_r011","System","must be built","mainly with open-source components to ensure reusability and reduce vendor lock-in","Architecture","MUST","Using mainly open-source components and reusability of common building blocks to reduce risks and vendor lock-in for the expansion and scale-up towards an EU-wide deployment.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r001","European Commission AI Office","needs to create","a temporary AI Act Service Desk to help citizens, companies, and local authorities comply with the AI Act","Strategic objective","MUST","It is necessary to create a temporary support mechanism, an 'AI Act Service Desk', for citizens, companies, local authorities and other organisations already developing or deploying AI or planning to do so.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r002","AI Act Service Desk","must collect, channel, and reply to","questions about AI Act compliance from stakeholders including SMEs and start-ups","Functional","MUST","The task of this 'AI Act Service Desk' would be to collect, channel and reply to questions, consult with the AI Office to develop standard answers, provide guidance and direct companies to the relevant sources of information.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r003","Contractor team","must handle","at least 120 new inquiries per day with a maximum turnaround of 2 working days","Operations","MUST","Human operators must be able to handle at least 120 new inquiries per day together. A target of max. 2 working days should not be exceeded for providing answers.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r004","Service desk","must provide","answers in the same EU official language in which the question was asked","Functional","MUST","The contractor will provide answers in the same EU official language in which the question was asked.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r005","Contractor","must maintain","a permanently updated registry of frequently asked questions and their standard answers","Knowledge management","MUST","A regular analysis of the questions will be carried out, and new standard answers for frequent questions will be developed, and a registry of frequently asked questions and their answers will be permanently updated.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r006","Contractor","must contribute to","the development of decision-trees that allow self-assessments of parts of the AI Act","Knowledge management","MUST","Contributing to the development of decision-trees that allow self-assessments of certain parts of the AI Act.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r007","Contractor","must contribute to","the preparation of AI Act information in easily understandable form such as summaries and fact sheets","Knowledge management","MUST","Contributing to the preparation of information about the AI Act in easily understandable form, for example summaries or fact sheets.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r008","Contractor","must be able to contribute to","the training of a chatbot if such a chatbot is developed and deployed by the Commission","Functional","MAY","Contributing to the training of a chatbot, if such a chatbot is developed and deployed.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r009","All online content","must comply with","EN 301 549 v3.2.1 and WCAG 2.1 Level AA web accessibility standards","Compliance","MUST","All online content must comply with EN 301 549 v3.2.1 and WCAG 2.1, Level 'AA'.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r010","Contractor","must process personal data","in compliance with Regulation (EU) 2018/1725 and follow instructions from the Commission","Compliance","MUST","When the contractor processes personal data in the context of the present contract, the contractor must respect Regulation (EU) 2018/1725.","true"
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","doc004_r011","Project manager","must oversee","implementation of the AI Act Service Desk ensuring effective communication, resource allocation, and quality control","Governance","MUST","Will oversee the implementation of the AI Act Service Desk, ensuring effective communication, resource allocation, and timeline management. Will be responsible for reporting and quality control and for organising and maintaining the knowledge base.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r001","Eurostat and Cedefop","need to strengthen","the Web Intelligence Hub as a cutting-edge tool for harnessing web data for European labour market statistics","Strategic objective","MUST","The general objective is to strengthen the position of the WIH as a cutting-edge tool for Eurostat and European Commission policy DGs and Agencies, empowering them to harness the full potential of web data.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r002","Contractor","must design, execute, monitor, and evaluate","the core OJA pipeline including web content retrieval, data extraction, and integration from heterogeneous online sources","Functional","MUST","They aim at designing, executing, monitoring and evaluating the core functions of the OJA pipeline in the context of the Web Intelligence Hub i.e. web content retrieval and data extraction, integration of data from heterogeneous online sources.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r003","System","must ensure","data quality and perform data curation, cleansing, processing, and transformation of unstructured web data","Data quality","MUST","Ensuring data quality and performing data curation/cleansing, processing and transforming unstructured or semi-structured web data.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r004","System","must perform","text analysis and NLP including sentiment analysis, topic modelling, named entity recognition, and machine translation","Functional","MUST","Text analysis and natural language processing (NLP) such as sentiment analysis, topic modelling, named entity recognition, and machine translation.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r005","Contractor","must deploy","NLP-based services and manage API integration","Functional","MUST","Deployment of NLP-based services, API integration and management.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r006","Contractor","must perform","user requirement gathering and business analysis to support the WIH evolution","Analysis","MUST","User requirement gathering, business analysis, drafting or publishing technical documentation, and project management.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r007","System","must improve","the OJA Data Production System through short-cycle iterations focusing on data processing speed, efficiency, and algorithm accuracy","Quality","MUST","Implement short-cycle iterations to refine the OJA DPS, focusing on improving data processing speed and efficiency, enhancing the accuracy of algorithms, and reducing system downtime.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r008","Contractor","must establish","mechanisms to gather and incorporate user feedback into system improvements","Quality","MUST","Establish mechanisms to gather and incorporate user feedback.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r009","System","must extend","coverage to all EEA Member States for the Online Job Advertisement data production","Functional","MUST","The OJA DPS extending to all EEA Member-States.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r010","Contractor","must develop","new classification models for education field, emerging skills, and green skills taxonomy","Functional","MUST","Development of new classification models for 'Education field' and the identification of emerging skills. Developing taxonomies for green skills and occupations to align with the European Green Deal.","true"
"doc005","EC ESTAT – Web Intelligence Hub NLP/AI (EC-ESTAT/2025/OP/0012)","doc005_r011","System","must develop","web applications to provide skills intelligence insights to stakeholders","Functional","MUST","Web applications like 'Top & Trending Skills' and Skills OVATE provide insights into labor market demands.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r001","Texas Higher Education Coordinating Board","seeks to continue","the development and deployment of the ADVi AI chatbot for advising Texas students","Strategic objective","MUST","THECB seeks one or more vendors to continue the development and deployment of ADVi as well as provide continuous maintenance and support for the ADVi chatbot including any necessary patching and bug fixes.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r002","ADVi chatbot","must provide","two-way communication with the ability to be reactive and proactive via text message","Functional","MUST","ADVi currently uses AI technology to provide two-way communication with the ability to be reactive (responding to students who reach out with a question) as well as proactive (nudging students regularly to provide support, reminders, and resources) via text message.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r003","ADVi chatbot","must learn","from every interaction fuelled by a knowledge base and campaign library that is constantly growing","Functional","MUST","ADVi learns with every interaction and is fuelled by a knowledge base and campaign library that is constantly growing.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r004","ADVi system","must be supported by","a team of trained virtual advisors who provide extra support for any student who needs it","Collaboration","MUST","ADVi is supported by a team of trained virtual advisors, provided by THECB, who provide extra support for any student who needs it.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r005","ADVi chatbot","must provide","timely and accurate advising information to Texans looking to begin or complete their postsecondary journey","Functional","MUST","ADVi enables THECB to provide timely, accurate advising information to Texans who are looking to begin or complete their postsecondary journey.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r006","Vendor","must provide","continuous maintenance and support including any necessary patching and bug fixes","Maintenance","MUST","THECB seeks one or more vendors to continue the development and deployment of ADVi as well as provide continuous maintenance and support for the ADVi chatbot including any necessary patching and bug fixes.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r007","ADVi chatbot","must comply with","FERPA confidentiality and data governance provisions for student education records","Compliance","MUST","FERPA Confidentiality and Data Governance Provisions apply throughout the contract.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r008","ADVi chatbot","must be accessible to","displaced workers and adults seeking to reconsider their postsecondary options or reskill","Accessibility","MUST","ADVi must be accessible to Texans who may wish to reconsider their postsecondary options, as well as displaced workers seeking to find the right training or skills-based program to enhance their job prospects.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r009","Vendor","must meet","acceptance criteria verified through acceptance testing for all technical deliverables","Quality","MUST","Acceptance Criteria describe the standard to be met by the Vendor to fulfill the contract obligations.","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","doc006_r010","Vendor","must partner with","THECB to ensure all Texans are supported with critical information as they navigate their postsecondary journey","Collaboration","MUST","Awarded Respondent and THECB will partner to ensure that all Texans are supported with the critical information that is needed as those students navigate their postsecondary journey.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r001","Covered California","needs to procure","AI and GenAI consultancy services to develop a technology assessment and strategic roadmap","Strategic objective","MUST","Potential Proposers are invited to review and respond to this Request for Proposal for General Artificial Intelligence (GAI) and Artificial Intelligence (AI) Consultancy Services.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r002","Proposer","must be","both responsive (fully compliant) and responsible (capable and qualified to perform work)","Selection","MUST","Proposers are required to be both responsive (fully compliant) and responsible (capable and qualified to perform work) relative to the solicitation requirements.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r003","Project team","must meet","minimum qualifications specified in Section 2.1 of the RFP","Selection","MUST","Project Team Minimum Qualifications are specified in Section 2.1.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r004","Vendor","must complete","all scope of work requirements as described in Section 3.3 of the RFP","Functional","MUST","Scope of Work requirements are described in detail in Section 3.3.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r005","Contract","must not exceed","$3,000,000.00 in total proposed costs over the contract term","Budget","MUST","Proposal submissions shall not exceed $3,000,000.00 in total proposed costs.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r006","Vendor","must deliver","contract completion criteria as defined in Section 3.4","Quality","MUST","Contract Completion Criteria are defined in Section 3.4.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r007","Vendor","must comply with","project assumptions and constraints outlined in Section 3.5","Compliance","MUST","Project Assumptions and Constraints are outlined in Section 3.5.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r008","Proposer","must submit","a proposal package containing all required attachments, documents, narrative responses, and model contract exhibits","Administrative","MUST","Proposers must submit a proposal package that contains all required attachments, documents, narrative responses, and Model Contract exhibits.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r009","Proposals","must be prepared to","provide a straightforward, concise delineation of the proposer's capabilities to satisfy the requirements","Quality","MUST","Narrative portions of proposals should be prepared to provide a straightforward, concise delineation of the Proposer's capabilities to satisfy the requirements of this RFP.","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","doc007_r010","Vendor","must meet","technical requirements as evaluated in Phase Two of the evaluation process","Selection","MUST","Phase Two evaluates Technical Requirements as stated in the procurement documents.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r001","Texas Higher Education Coordinating Board","seeks to deploy","a hybrid AI chatbot and human advising system for postsecondary student support","Strategic objective","MUST","The Advise TX Hybrid Program RFP combines AI chatbot services with case management integration to support student advising.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r002","Hybrid advising system","must integrate","AI chatbot services with FERPA-compliant case management via real-time message transfer","Integration","MUST","Requires FERPA-compliant case management, real-time message transfer via webhook, and escalation services.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r003","AI chatbot","must enable","seamless escalation from automated messaging to human advisors when needed","Functional","MUST","Escalation services from automated chatbot to human advisors must be seamlessly supported.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r004","System","must handle","both inbound student inquiries and proactive outreach campaigns","Functional","MUST","The solution must handle inbound student queries and support proactive outreach nudge campaigns.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r005","System","must comply with","FERPA data protection requirements for student education records throughout the contract","Compliance","MUST","All student data must be handled in strict compliance with FERPA requirements.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r006","Vendor","must provide","ongoing platform maintenance, technical support, and system enhancements","Maintenance","MUST","Ongoing platform maintenance and technical support is a required deliverable under the contract.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r007","Case management integration","must support","continuity of advising context across multiple student interactions and sessions","Functional","MUST","Case management integration must support the continuity of advising context across multiple interactions and sessions.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r008","System","must generate","actionable analytics on student engagement, outreach campaign performance, and chatbot outcomes","Analytics","MUST","Analytics on student engagement and chatbot performance are required deliverables.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r009","Vendor","must deliver","staff training on the hybrid AI-human advising model","Training","MUST","Staff training on the hybrid chatbot-human advising model is a required deliverable.","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","doc008_r010","Vendor","must partner with","THECB to ensure equitable and effective advising support for all Texas students","Collaboration","MUST","The vendor will partner with THECB to ensure that all Texans receive the advising support they need.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r001","Crown Commercial Service","seeks to establish","a Dynamic Purchasing System providing a comprehensive range of AI services to UK public sector organisations","Strategic objective","MUST","Crown Commercial Service (CCS) is seeking to establish a Dynamic Purchasing Agreement (DPS) for the provision of Artificial Intelligence for all UK central government departments, wider public sector organisations and charities.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r002","RM6200 DPS","must provide","central government and wider public sector with opportunity to procure an extensive range of AI services","Functional","MUST","The RM6200 Artificial Intelligence DPS Agreement will provide central government and wider public sector departments with the opportunity to procure an extensive range of artificial intelligence services via a comprehensive number of suppliers.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r003","AI suppliers","must indicate","which categories and services they are able to bid for upon application to join the DPS","Administrative","MUST","Upon application to join the RM6200 DPS Agreement, bidders are required to indicate which categories and services they are able to bid for.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r004","DPS","must allow","new bidders to apply to join at any point during the agreement duration","Functional","MUST","A DPS eliminates unnecessary activity for the bidder. Bidders can apply to join the DPS at any point.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r005","DPS","must support","localism and social value by enabling appointed suppliers to bid for business locally, regionally or nationally","Social value","MUST","Supports localism and Social Value – enabling appointed suppliers to bid for business either locally, regionally or nationally.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r006","DPS","must drive","savings through the call for competition procedure and reduce customer costs and process cycle time","Functional","MUST","Savings – drives savings through the 'Call for Competition' procedure. Efficiencies – reduces Customers costs and process cycle time.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r007","Customers","must be able to","create bespoke specifications, competitions and contracts tailored to their AI needs","Functional","MUST","Dynamic – Customers can create bespoke specifications, competitions and contracts.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r008","AI services","must cover","the full scope of engagement including AI Readiness, Use Case Pilots, AI Safety, Design and Build, and Implementation","Functional","MUST","The four distinct categories comprise: Scope of Engagement including AI Readiness, Applicability and Value Analyses, Use Case Pilots, Research and Development, AI Safety, Design and Build, Implementation.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r009","AI suppliers","must comply with","the Centre for Data Ethics and Innovation's Data Ethics Framework and the Guidelines for AI Procurement","Governance","MUST","Suppliers shall comply with the Centre for Data Ethics and Innovation's guidelines for the ethical use of data, including for AI. The Office for AI published Guidelines for AI Procurement in June 2020.","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","doc009_r010","AI solutions","must enable","public sector organisations to commit to increasing diversity in the AI workforce","Social value","SHOULD","To enable public sector organisations to commit to increasing the diversity in the AI workforce and support efforts to address this.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r001","European Commission DG CNECT","needs to design, develop, and deploy","two public-facing chatbots to support implementation of the Digital Services Act and the AI Act","Strategic objective","MUST","This call for tenders concerns the design, development, piloting, delivery, and maintenance of two public-facing chatbots to support the implementation and enforcement of both the Digital Services Act (DSA) and the AI Act.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r002","DSA chatbot","must guide users","through key concepts of the DSA, provide tailored procedural advice, and support real-world engagement with platforms and authorities","Functional","MUST","The DSA chatbot will guide users (mainly citizens) through key concepts, provide tailored procedural advice, and support real-world engagement with platforms and authorities.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r003","AI Act chatbot","must help","SMEs, start-ups, and stakeholders understand the AI Act and provide practical guidance on classification and compliance steps","Functional","MUST","This AI Act chatbot will help SMEs, start-ups, and other stakeholders understand the provisions of the regulation and will provide tailored, practical guidance on its application.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r004","Both chatbots","must employ","context-aware assistance by tailoring responses based on query nature, platform type, and user location or language","Functional","MUST","The chatbots shall employ smart, context-aware assistance. They must tailor responses based on the nature of the query, platform type, and user location or language.","true"
